X.1,X,respondent_id,gender,age,height,children_under_18,household_income,education,location,frequency,recline_frequency,recline_obligation,recline_rude,recline_eliminate,switch_seats_friends,switch_seats_family,wake_up_bathroom,wake_up_walk,baby,unruly_child,two_arm_rests,middle_arm_rest,shade,unsold_seat,talk_stranger,get_up,electronics,smoked,edu,NAcount,nrecline_rude,ngender
275,275,3433127456,Female,45-60,"5'5""",FALSE,"$0 - $24,999",Some college or Associate degree,Mountain,Once a year or less,Once in a while,FALSE,No,TRUE,No,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,FALSE,FALSE,1,0,1,1
276,276,3433127355,Female,30-44,"5'4""",FALSE,"$25,000 - $49,999",Some college or Associate degree,Pacific,Once a year or less,Always,FALSE,No,FALSE,Somewhat,Somewhat,No,Somewhat,No,Very,The person in the middle seat gets both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,Very,Somewhat,Once,FALSE,FALSE,1,0,1,1
277,277,3433127341,Male,45-60,"6'3""",FALSE,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,Somewhat,Somewhat,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Very,Somewhat,Three times,FALSE,FALSE,1,0,2,2
278,278,3433126810,Male,> 60,NA,NA,"$25,000 - $49,999",Bachelor degree,East North Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,2
279,279,3433125333,Female,45-60,Under 5 ft.,FALSE,"$50,000 - $99,999",Some college or Associate degree,East North Central,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,1,1
280,280,3433125109,Female,30-44,"5'3""",FALSE,NA,Graduate degree,Middle Atlantic,A few times per month,Always,FALSE,No,FALSE,No,No,No,Very,Very,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Three times,FALSE,FALSE,1,1,1,1
281,281,3433124803,Male,18-29,"6'4""",FALSE,"$25,000 - $49,999",Bachelor degree,Pacific,Once a month or less,Never,TRUE,Very,TRUE,No,No,No,No,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Three times,FALSE,FALSE,1,0,3,2
282,282,3433123624,Female,> 60,NA,NA,"$50,000 - $99,999",Some college or Associate degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
283,283,3433122984,Female,30-44,NA,NA,NA,Some college or Associate degree,Middle Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,1
284,284,3433122572,Female,30-44,"5'5""",FALSE,"$25,000 - $49,999",High school degree,West South Central,Once a year or less,Never,TRUE,Very,TRUE,No,No,No,No,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,FALSE,FALSE,0,0,3,1
285,285,3433120295,Female,> 60,"5'7""",FALSE,"$100,000 - $149,999",Graduate degree,New England,Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,2,1
286,286,3433119106,Female,45-60,"5'6""",FALSE,"$100,000 - $149,999",Bachelor degree,East South Central,A few times per month,Usually,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,Very,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Three times,FALSE,FALSE,1,0,1,1
287,287,3433118974,Female,30-44,"5'8""",FALSE,"$25,000 - $49,999",Graduate degree,East South Central,Once a year or less,Usually,TRUE,Somewhat,FALSE,No,No,Somewhat,Somewhat,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Twice,TRUE,FALSE,1,0,2,1
288,288,3433118369,Female,45-60,NA,NA,"$50,000 - $99,999",Bachelor degree,New England,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
289,289,3433117854,Female,45-60,"5'3""",FALSE,"$50,000 - $99,999",High school degree,Middle Atlantic,Once a year or less,Never,FALSE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Very,No,Twice,FALSE,FALSE,0,0,1,1
290,290,3433116022,Female,> 60,"5'3""",FALSE,NA,Graduate degree,Middle Atlantic,Once a year or less,Always,TRUE,No,FALSE,No,No,Somewhat,Somewhat,Very,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,1,1,1
291,291,3433113130,Female,30-44,"5'4""",FALSE,NA,Some college or Associate degree,East North Central,Once a month or less,Once in a while,TRUE,No,TRUE,Somewhat,No,No,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,TRUE,FALSE,1,1,1,1
292,292,3433112973,Female,> 60,"5'8""",FALSE,"$50,000 - $99,999",Graduate degree,New England,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,Somewhat,Somewhat,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,FALSE,FALSE,1,0,2,1
293,293,3433111977,Female,30-44,"5'5""",FALSE,"$50,000 - $99,999",Some college or Associate degree,East North Central,Once a year or less,Always,TRUE,No,FALSE,No,No,Somewhat,Very,Somewhat,Very,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,0,1,1
294,294,3433111959,Male,30-44,"6'3""",FALSE,NA,Graduate degree,Pacific,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,No,Somewhat,Four times,FALSE,FALSE,1,1,2,2
295,295,3433107832,Male,> 60,"5'10""",FALSE,NA,Graduate degree,South Atlantic,Once a month or less,Always,TRUE,No,FALSE,No,No,No,Very,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,1,1,2
296,296,3433107608,Female,30-44,"5'2""",FALSE,"$25,000 - $49,999",Bachelor degree,Mountain,Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,More than five times times,FALSE,FALSE,1,0,2,1
297,297,3433106334,Male,18-29,NA,NA,"$0 - $24,999",Some college or Associate degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,2
298,298,3433106170,Female,45-60,Under 5 ft.,FALSE,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Once a year or less,Once in a while,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,Somewhat,The people in the aisle and window seats get both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,FALSE,FALSE,1,0,1,1
299,299,3433104895,Female,45-60,"5'5""",FALSE,"$100,000 - $149,999",Graduate degree,NA,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,No,Somewhat,Very,Very,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,1,2,1
300,300,3433101109,Female,45-60,NA,NA,NA,High school degree,Middle Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,NA,1
301,301,3433100773,Female,45-60,"5'7""",FALSE,NA,Graduate degree,New England,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Very,Somewhat,Very,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,Very,Once,FALSE,FALSE,1,1,2,1
302,302,3433100648,Male,> 60,"5'10""",TRUE,"$25,000 - $49,999",Some college or Associate degree,Pacific,Once a year or less,Usually,TRUE,No,TRUE,No,No,No,Very,Somewhat,Very,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Somewhat,Very,Twice,FALSE,FALSE,1,0,1,2
303,303,3433100189,Female,> 60,NA,NA,"$25,000 - $49,999",High school degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,1
304,304,3433099083,Female,45-60,"5'7""",FALSE,NA,Graduate degree,South Atlantic,Once a month or less,Once in a while,FALSE,Somewhat,TRUE,No,No,Somewhat,Very,No,Very,The people in the aisle and window seats get both arm rests,The person by the window,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,1,2,1
305,305,3433092925,Male,45-60,"6'3""",FALSE,"$50,000 - $99,999",Bachelor degree,Pacific,Once a month or less,About half the time,TRUE,Somewhat,TRUE,Somewhat,No,Somewhat,Somewhat,Somewhat,Somewhat,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,TRUE,FALSE,1,0,2,2
306,306,3433092542,Female,45-60,"5'4""",FALSE,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,Once a year or less,Usually,FALSE,No,FALSE,No,No,No,No,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,0,1,1
307,307,3433092034,Male,> 60,"5'8""",FALSE,"$25,000 - $49,999",Graduate degree,South Atlantic,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,No,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,2
308,308,3433091714,Female,> 60,"5'1""",FALSE,NA,Graduate degree,South Atlantic,Once a year or less,Never,TRUE,Very,TRUE,No,No,No,No,No,Very,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,Somewhat,No,Twice,TRUE,FALSE,1,1,3,1
309,309,3433091359,Female,30-44,"5'7""",TRUE,"$25,000 - $49,999",Graduate degree,Mountain,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,1
310,310,3433089571,Female,30-44,NA,NA,"$0 - $24,999",Bachelor degree,West South Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
311,311,3433089108,Female,> 60,NA,NA,"$25,000 - $49,999",High school degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,1
312,312,3433085566,Female,30-44,"5'6""",FALSE,NA,Graduate degree,Middle Atlantic,Once a year or less,Usually,FALSE,No,FALSE,Somewhat,Somewhat,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,FALSE,FALSE,1,1,1,1
313,313,3433081885,Male,> 60,"5'7""",TRUE,NA,Some college or Associate degree,Pacific,Once a year or less,Usually,TRUE,No,FALSE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times,TRUE,FALSE,1,1,1,2
314,314,3433081158,Female,30-44,"5'8""",TRUE,"$50,000 - $99,999",Bachelor degree,South Atlantic,Once a year or less,Never,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,0,1,1
315,315,3433075339,Female,45-60,NA,NA,NA,Bachelor degree,South Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,1
316,316,3433070885,Female,30-44,"5'8""",FALSE,"$100,000 - $149,999",Bachelor degree,New England,Once a year or less,Usually,TRUE,No,FALSE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,0,1,1
317,317,3433070481,Female,45-60,"5'3""",FALSE,NA,Bachelor degree,West South Central,Once a year or less,Never,TRUE,Somewhat,FALSE,Somewhat,No,No,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Very,Somewhat,Twice,FALSE,FALSE,1,1,2,1
318,318,3433068348,Male,30-44,"5'11""",FALSE,"$50,000 - $99,999",Bachelor degree,East North Central,Once a year or less,Never,TRUE,Very,TRUE,Somewhat,Somewhat,Somewhat,Very,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,Somewhat,Three times,FALSE,FALSE,1,0,3,2
319,319,3433066014,Female,30-44,"5'3""",TRUE,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Once a month or less,Usually,TRUE,No,FALSE,No,No,No,No,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,TRUE,FALSE,1,0,1,1
320,320,3433065951,Female,30-44,"5'4""",TRUE,"$100,000 - $149,999",Bachelor degree,Mountain,Once a year or less,About half the time,FALSE,No,TRUE,Somewhat,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,No,No,Twice,TRUE,FALSE,1,0,1,1
321,321,3433065628,Male,18-29,NA,NA,"$0 - $24,999",Some college or Associate degree,West South Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,2
322,322,3433061705,Male,> 60,"5'9""",FALSE,"$50,000 - $99,999",Graduate degree,South Atlantic,Once a year or less,About half the time,TRUE,No,FALSE,Somewhat,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,1,2
323,323,3433060473,NA,NA,"6'3""",FALSE,NA,NA,NA,Once a month or less,About half the time,TRUE,Somewhat,TRUE,Somewhat,No,Somewhat,Somewhat,NA,NA,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,NA,NA,NA,10,2,NA
324,324,3433060186,Female,> 60,"5'8""",FALSE,"$0 - $24,999",Bachelor degree,Mountain,Once a year or less,Usually,TRUE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,Very,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,1,1
325,325,3433059796,Female,45-60,"5'5""",FALSE,"$50,000 - $99,999",Graduate degree,South Atlantic,Once a year or less,About half the time,FALSE,No,FALSE,No,No,Somewhat,Somewhat,No,Very,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Four times,FALSE,FALSE,1,0,1,1
326,326,3433058854,NA,NA,NA,NA,NA,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
327,327,3433058367,Male,18-29,NA,NA,"$50,000 - $99,999",Some college or Associate degree,West North Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,2
328,328,3433056786,Female,45-60,"5'4""",FALSE,NA,Bachelor degree,South Atlantic,Once a year or less,Never,FALSE,No,FALSE,No,No,No,No,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times,FALSE,FALSE,1,1,1,1
329,329,3433056614,Female,30-44,NA,NA,"$0 - $24,999",Some college or Associate degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
330,330,3433055279,Female,45-60,NA,NA,"$0 - $24,999",Bachelor degree,Middle Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
331,331,3433048675,Female,> 60,"5'10""",FALSE,"$100,000 - $149,999",Bachelor degree,East North Central,Once a month or less,Once in a while,TRUE,No,FALSE,No,No,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,0,1,1
332,332,3433047339,Male,> 60,"5'8""",FALSE,"$50,000 - $99,999",Graduate degree,South Atlantic,Once a year or less,Once in a while,TRUE,Very,TRUE,Somewhat,Somewhat,No,No,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Three times,FALSE,FALSE,1,0,3,2
333,333,3433047308,Male,30-44,"6'0""",TRUE,"$50,000 - $99,999",Graduate degree,East North Central,Once a month or less,About half the time,FALSE,No,FALSE,No,No,Somewhat,Very,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,TRUE,FALSE,1,0,1,2
334,334,3433046738,Female,30-44,"5'7""",FALSE,"$50,000 - $99,999",Graduate degree,East North Central,Once a year or less,About half the time,TRUE,No,FALSE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times,FALSE,FALSE,1,0,1,1
335,335,3433046022,Male,45-60,"5'7""",FALSE,"$25,000 - $49,999",Some college or Associate degree,East North Central,Once a year or less,Always,FALSE,No,FALSE,No,No,No,Somewhat,Very,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,0,1,2
336,336,3433045463,Female,45-60,"5'5""",FALSE,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,A few times per month,Always,FALSE,No,FALSE,No,No,No,Somewhat,No,Very,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Three times,FALSE,FALSE,1,0,1,1
